"barcode","trip_id","pickup_customer_ref","delivery_customer_ref","category","weight"
"933942882","74079","58","79","A","327"
"933979590","73839","136","298","A","731"
"934042792","73339","107","1","A","959"
"934238004","73026","110","107","A","4199"
"934238558","73129","59","166","A","2629"
"934249388","74080","36","27","A","1042"
"934424175","73824","285","255","A","3243"
"934483214","73176","85","233","A","2231"
"934507792","74041","43","193","A","921"
"934544508","73413","187","218","A","1467"
"934582285","73133","27","88","A","2687"
"934616421","73355","23","294","A","317"
"934630307","73385","12","272","A","3415"
"934736699","73027","256","205","A","2435"
"934743944","73669","142","75","A","3571"
"934748147","73611","24","171","A","2587"
"934873706","74062","41","35","A","3402"
"934882928","73284","95","138","A","2422"
"934908980","73778","89","278","A","4822"
"934923774","73435","207","298","A","4278"
"934943349","73062","131","181","A","923"
"934997061","73444","275","106","A","931"
"935237914","73342","79","120","A","3364"
"935270432","74051","93","197","A","3489"
"935283069","73968","164","178","A","4674"
"935316118","73844","101","19","A","2580"
"935338795","73256","119","87","A","4791"
"935363805","73785","191","188","A","910"
"935371710","73363","65","61","A","4531"
"935536612","73875","282","13","A","4213"
"935618357","73971","217","278","A","4265"
"935625493","73397","182","114","A","4192"
"935668042","73103","7","191","A","629"
"935731240","73208","285","95","A","526"
"935840300","73933","3","285","A","804"
"935878517","73224","223","4","A","3157"
"936031486","73765","4","226","A","1849"
"936048412","73172","255","6","A","4366"
"936061421","73806","151","215","A","1963"
"936071184","73284","274","110","A","474"
"936083732","74073","133","20","A","1431"
"936190484","73765","260","63","A","2170"
"936196442","73369","136","262","A","3610"
"936219306","73024","82","286","C","3207"
"936334150","72953","118","259","A","1177"
"936363184","73355","275","40","A","1980"
"936443227","73957","251","40","A","3104"
"936509322","73447","226","153","A","1592"
"936549114","73200","183","300","A","577"
"936632186","73837","232","43","A","4004"
"936657857","73880","21","190","A","4673"
"936706798","73442","175","164","A","4132"
"936741716","73675","192","155","A","216"
"936751959","73776","271","26","A","4371"
"936889698","73234","101","234","A","3548"
"936917073","73916","122","202","A","3862"
"937083353","73819","88","235","A","3200"
"937091325","73551","146","63","A","794"
"937186800","72948","18","193","A","1502"
"937233529","73263","66","69","A","891"
"937398745","73445","76","242","A","1294"
"937498023","73694","283","69","A","720"
"937513760","73725","168","62","A","4472"
"937541108","74082","180","27","A","3993"
"937580290","73068","245","169","A","366"
"937586183","73133","269","203","A","3595"
"937640764","74096","208","207","A","3163"
"937661016","73114","160","163","A","1788"
"937751183","73979","240","57","A","4571"
"937839945","74080","27","36","A","286"
"937870505","73440","180","100","A","2422"
"937876067","74072","296","3","A","2396"
"937929883","73770","220","136","A","4273"
"937933991","73515","267","131","A","3576"
"938116196","73925","138","104","A","3398"
"938366400","73951","92","99","A","3731"
"938383551","74081","66","112","A","3327"
"938430146","73591","5","218","A","3988"
"938434106","73505","53","17","A","2440"
"938579846","73509","204","28","A","1797"
"938682281","73126","273","244","A","212"
"938748004","73299","222","190","A","612"
"938761486","73440","100","235","A","4890"
"938766758","73489","256","20","A","3211"
"938825114","73520","240","58","A","3471"
"938871558","73631","20","119","A","957"
"938934046","73131","158","122","A","567"
"938959626","73517","280","11","A","2650"
"939160317","73140","259","277","A","3948"
"939284189","73148","151","56","A","3627"
"939389511","74070","272","115","A","394"
"939638887","74052","249","267","A","4975"
"939657788","73784","59","90","A","2381"
"939708247","74087","196","4","A","1025"
"939770583","73273","117","162","A","4098"
"939835915","73042","198","131","A","2340"
"939978137","73428","37","86","A","2101"
"940076828","73713","2","93","A","1789"
"940116466","73272","227","174","A","4739"
"940134699","73296","300","251","A","4899"
"940151712","73916","230","13","A","3734"
"940450131","73602","216","186","A","4192"
"940460025","72964","70","124","A","3078"
"940475577","73401","234","167","A","512"
"940527118","73612","205","13","A","3277"
"940554421","73725","62","39","A","869"
"940581269","73131","48","88","A","325"
"940582216","73791","73","60","A","4008"
"940700223","73147","168","21","A","699"
"940839127","73706","28","204","A","810"
"940935407","73108","116","46","A","4370"
"941014530","73565","2","285","A","3214"
"941074665","73033","113","283","A","1181"
"941077960","73546","68","209","A","279"
"941087325","73622","48","264","A","1555"
"941104017","73812","139","162","A","370"
"941159950","73928","163","45","A","1502"
"941173128","73461","30","262","A","1013"
"941210984","73829","37","274","A","234"
"941220814","73764","110","188","A","3107"
"941332915","73859","260","100","A","3912"
"941372100","73707","123","207","A","534"
"941474779","74001","222","174","A","522"
"941605545","73147","156","28","A","2063"
"941616764","72969","66","103","A","2341"
"941795280","73356","146","198","A","2990"
"941811166","73476","40","173","A","1244"
"941904209","73407","236","24","A","3504"
"941934750","73497","183","55","A","3400"
"941987084","74031","78","183","A","1816"
"941998243","73664","38","222","A","2202"
"942146624","73715","268","220","A","4186"
"942190657","73905","281","173","A","477"
"942201520","73250","232","202","A","3933"
"942243985","73058","52","176","B","3036"
"942246089","73285","245","282","A","3348"
"942291166","73920","194","80","A","1030"
"942313103","73568","7","204","A","955"
"942345696","74043","79","60","A","4731"
"942376187","73564","193","152","A","3409"
"942461879","73488","204","154","A","4801"
"942732339","73886","12","264","A","547"
"942790051","73271","113","27","A","3721"
"942791611","73068","169","258","A","4264"
"942865270","73810","146","96","A","4702"
"942986053","72953","118","259","A","2202"
"943046100","73222","196","175","A","386"
"943058305","73732","29","191","A","3574"
"943170815","74020","213","105","A","2209"
"943261258","73507","116","130","A","1123"
"943266275","74035","155","164","A","3946"
"943313200","74078","185","8","A","4143"
"943399707","72983","97","274","A","3809"
"943493007","73735","92","30","A","2976"
"943535803","73417","12","112","A","4759"
"943555874","73505","16","8","A","1675"
"943566631","73546","244","89","A","816"
"943731272","73900","129","203","A","3238"
"943763923","74098","174","179","A","2977"
"943782862","73369","136","262","A","1555"
"943884029","73239","278","121","A","739"
"943902445","73380","225","86","A","176"
"943926203","73888","275","91","A","724"
"943930556","74103","192","222","A","4651"
"943946118","73080","277","160","A","267"
"943946603","73011","80","62","A","2846"
"943951354","74059","260","295","A","331"
"944081976","73787","264","212","A","4408"
"944164279","74010","243","5","A","593"
"944208789","73870","29","202","A","1331"
"944209002","73052","97","80","A","3479"
"944271578","73843","220","218","A","179"
"944279351","73698","212","80","A","1785"
"944363930","73041","194","80","A","1755"
"944366636","73269","5","70","A","2891"
"944401859","74012","139","34","A","511"
"944441727","73702","264","137","A","3204"
"944652484","73856","111","73","A","1506"
"944692709","73764","188","110","A","285"
"944694371","73355","98","131","A","4560"
"944706479","74086","168","219","A","685"
"944741131","73253","36","142","A","3617"
"944955894","73731","80","52","A","1306"
"945173940","74047","182","209","A","2687"
"945178629","73512","13","38","A","356"
"945277562","73171","255","50","A","4103"
"945278143","73318","118","180","A","2801"
"945317608","73229","280","184","A","1132"
"945402761","73686","204","1","A","357"
"945537972","73423","160","60","A","2318"
"945552697","72991","150","151","A","1768"
"945556967","73265","47","275","A","4775"
"945561271","74075","113","161","A","322"
"945622469","73919","175","125","A","3393"
"945635991","73580","123","204","A","1466"
"945646555","73485","73","186","A","3777"
"945705434","73300","180","227","A","2198"
"945742036","73398","72","67","A","4810"
"945780850","74006","292","239","A","3049"
"945798905","73384","184","17","A","1655"
"945811359","73213","211","199","A","2906"
"945835800","73447","199","295","A","2252"
"945882564","73596","68","143","A","4821"
"946043195","73720","72","106","A","3325"
"946051755","73780","261","189","A","2599"
"946112462","73165","159","69","A","3682"
"946290486","73879","81","239","A","4352"
"946465107","73187","13","174","A","3889"
"946483936","73303","209","155","A","1933"
"946584109","73075","211","15","A","2426"
"946708426","73263","170","66","A","2133"
"946715419","74087","53","230","A","3986"
"946859498","74026","42","52","A","663"
"946863864","73278","25","255","A","3425"
"946882436","73227","58","261","A","3995"
"946945160","73603","235","277","A","2710"
"946963946","73156","112","18","A","1129"
"947025838","73116","287","125","A","3043"
"947049427","73965","20","115","A","1713"
"947190845","73381","59","289","A","2728"
"947384221","73483","215","136","A","3475"
"947421926","74050","33","187","A","745"
"947452927","73083","81","172","A","2653"
"947512366","73878","125","278","A","4645"
"947530136","73180","162","259","A","3527"
"947556732","73563","21","104","A","2942"
"947607330","73635","139","132","A","606"
"947637948","72989","295","133","A","1995"
"947644069","73329","83","141","A","3403"
"947650860","72976","208","282","A","3064"
"947658748","73920","93","194","A","3194"
"947668660","73352","90","267","A","3929"
"947741318","73821","131","127","A","3816"
"947777047","73182","145","159","A","733"
"947778264","73222","107","41","A","1618"
"947802734","74111","17","102","A","1551"
"947848763","73865","140","185","A","1152"
"947868797","73842","215","131","A","616"
"947904347","72996","160","89","A","2210"
"947929935","73159","201","137","A","3641"
"947950387","73241","236","89","A","2772"
"948025384","73290","18","281","A","1063"
"948130060","74016","300","72","A","701"
"948214252","74081","4","112","A","961"
"948229439","73098","256","233","A","1273"
"948327106","73087","43","199","A","3960"
"948365478","73221","71","47","A","2218"
"948368138","74031","75","183","A","231"
"948391411","73691","7","267","A","365"
"948392684","73101","153","134","A","2904"
"948393324","73973","177","116","A","2851"
"948438848","74078","243","230","A","2307"
"948518546","73142","234","279","A","4949"
"948668741","74080","67","143","A","641"
"948712465","73601","164","221","A","4251"
"948805713","73056","285","266","A","838"
"948922240","73072","151","191","A","1124"
"948926328","73360","285","101","A","4502"
"948951485","72952","299","129","A","1950"
"949003638","73594","193","277","A","4545"
"949008826","73135","46","123","A","1404"
"949010157","73958","33","294","A","2247"
"949045013","74089","263","128","A","1581"
"949064389","74091","166","218","A","2752"
"949071372","73433","207","124","A","3171"
"949185287","73544","111","147","A","3288"
"949216050","73938","47","264","A","4967"
"949235832","73470","48","29","A","363"
"949252168","73447","223","257","A","1080"
"949330235","73833","243","122","A","417"
"949415836","73379","26","298","A","2684"
"949739081","73763","250","277","A","2915"
"950006846","73530","247","245","A","2115"
"950007036","73555","114","179","A","179"
"950136935","73031","271","226","A","4395"
"950145876","73759","46","252","A","4617"
"950199574","73637","179","64","A","480"
"950209537","73129","280","273","A","4148"
"950341771","73394","179","185","A","3372"
"950388809","73950","87","195","A","4146"
"950473286","73440","235","3","A","2214"
"950489809","73295","223","150","A","4949"
"950571013","73653","230","61","A","3536"
"950675038","73008","108","144","A","742"
"950728934","74080","143","67","A","113"
"950787447","73278","101","148","A","4627"
"950788824","73643","31","151","A","2590"
"951105929","74088","66","192","A","2785"
"951119322","73549","206","148","A","2161"
"951289779","73368","29","164","A","3213"
"951376309","74024","16","234","A","2296"
"951382736","73326","166","250","A","4245"
"951414060","73667","175","243","A","3586"
"951464794","73371","19","251","A","4745"
"951477210","73189","49","202","A","1651"
"951655067","74046","135","235","A","823"
"952024744","73445","76","242","A","2299"
"952042379","72990","87","243","A","693"
"952078666","74113","181","275","C","961"
"952079941","73299","222","190","A","4171"
"952129854","73336","252","13","A","876"
"952196237","73096","109","45","A","3489"
"952253061","73280","230","182","A","3084"
"952275733","73191","15","40","A","1309"
"952443450","73561","188","298","A","4940"
"952467478","73125","101","30","A","3087"
"952521697","73252","269","16","A","1790"
"952524885","73598","230","23","A","1023"
"952568285","73253","300","36","A","2073"
"952572798","74111","30","293","A","1942"
"952721196","74050","158","59","A","2941"
"952731883","73596","231","252","A","3625"
"952750210","73459","103","116","B","2293"
"952752371","72956","259","256","A","409"
"952786471","74072","243","110","A","2055"
"952823119","73110","294","53","A","2409"
"952868039","73471","107","288","A","2923"
"952886456","72954","209","280","A","2791"
"952891106","73414","208","200","A","1764"
"952896376","73570","27","122","A","3478"
"952903643","73196","110","89","A","4293"
"952924743","73443","215","44","A","2048"
"952973586","73024","124","80","A","1231"
"953007784","73733","138","285","A","397"
"953035480","73909","164","287","A","2890"
"953073647","73570","200","27","A","4105"
"953080302","72960","290","114","A","3742"
"953116075","73331","106","61","A","2103"
"953239976","73020","138","83","A","1458"
"953263631","74045","195","285","A","736"
"953331043","73897","27","72","A","390"
"953335672","73182","127","37","A","3342"
"953434927","73175","228","187","A","2555"
"953443969","73062","181","131","C","2100"
"953605533","73688","270","163","A","4410"
"953624582","73983","53","121","A","360"
"953692375","73341","131","54","A","2593"
"953732355","73153","16","131","A","1962"
"953753171","73543","296","178","A","1427"
"953780390","74094","207","25","A","2035"
"953919780","73005","129","248","A","2633"
"953966253","73031","36","271","A","2898"
"954070138","73824","18","285","A","1767"
"954095277","73780","1","81","A","1468"
"954166401","74048","166","130","A","3405"
"954178719","73591","218","5","A","4024"
"954194783","73733","89","85","A","4674"
"954260814","74053","96","199","A","2180"
"954427808","73744","22","108","A","387"
"954438599","74093","238","30","A","2188"
"954445723","73730","120","71","A","4468"
"954479493","73994","182","166","A","2901"
"954518430","73336","279","178","A","1397"
"954547368","73476","92","19","A","120"
"954555055","73203","209","287","A","3278"
"954613519","73413","218","187","A","1573"
"954628210","73598","192","138","A","4154"
"954698780","74060","147","126","A","3349"
"954869510","73166","17","39","A","1943"
"954897368","73103","7","191","A","3604"
"954920740","73020","57","138","A","4484"
"954998242","73469","203","81","A","785"
"955076877","74013","263","62","A","1710"
"955126549","73567","233","203","A","1513"
"955141461","73824","174","18","A","416"
"955151248","73186","294","91","A","820"
"955218028","73964","99","299","A","3335"
"955220888","73338","8","180","A","1300"
"955367345","74043","79","60","A","2195"
"955529286","73714","94","267","A","2636"
"955532165","72994","187","42","A","2851"
"955660998","74019","62","137","A","3244"
"955678292","74017","182","18","A","2428"
"955686845","73149","88","150","A","2170"
"955695477","73482","58","28","A","2977"
"955708182","74066","198","61","A","3657"
"955785828","73188","50","9","A","4377"
"955860042","73426","101","50","A","1047"
"955902307","73576","220","130","A","3441"
"955994091","74040","154","246","A","3205"
"956028687","73014","157","34","A","1460"
"956086701","73447","226","10","A","4496"
"956091683","73378","64","73","A","3738"
"956155101","72984","138","31","A","401"
"956181529","73118","42","279","A","1824"
"956250510","73241","89","231","A","4431"
"956344369","73776","50","37","A","3151"
"956348170","73543","267","294","A","2448"
"956458549","73081","258","246","A","3279"
"956481335","74096","242","224","A","637"
"956505588","74084","86","48","A","554"
"956545050","73079","12","217","A","4308"
"956584458","73024","231","286","A","1072"
"956662384","72972","3","134","A","971"
"956785870","73545","167","120","A","2706"
"956786440","73943","146","152","A","2071"
"956809728","73771","49","268","A","110"
"956984580","73704","298","1","A","2160"
"957159993","73938","87","47","A","2916"
"957239758","73831","75","269","A","3869"
"957268611","73284","274","138","A","2835"
"957282050","73795","188","12","A","2883"
"957287952","73418","43","257","A","2275"
"957337813","73460","267","192","A","198"
"957480889","73174","115","277","A","208"
"957541415","73387","64","4","A","3429"
"957552851","73017","139","259","A","1783"
"957770197","73943","203","128","A","4698"
"958034595","73191","16","40","A","3743"
"958081888","73769","115","116","A","3717"
"958145769","73151","30","206","A","1559"
"958152118","73272","174","296","A","1963"
"958201550","73527","180","121","A","199"
"958206038","73582","35","227","A","3024"
"958274565","73885","262","104","A","3807"
"958289496","73483","136","52","A","4012"
"958295873","73658","65","292","A","3799"
"958313705","73785","43","59","A","4309"
"958356954","73263","270","108","A","1227"
"958386641","73883","81","122","A","3598"
"958524892","73248","51","88","A","2712"
"958707142","73830","244","189","A","3123"
"958715579","73922","184","64","A","4275"
"958794914","73756","209","147","A","4561"
"958811489","74047","223","30","A","4854"
"958891972","74049","44","69","A","4087"
"958949537","73735","291","216","A","945"
"958962139","73228","294","12","A","3494"
"959006012","73838","37","188","A","584"
"959276830","73354","127","237","A","1296"
"959281046","73930","167","259","A","2698"
"959291431","73935","247","249","A","2543"
"959320691","73135","249","95","A","4059"
"959448446","73115","54","90","A","1714"
"959456656","73763","118","74","A","3108"
"959486585","73515","249","7","A","3162"
"959562744","73053","61","98","A","1593"
"959585316","73261","9","92","A","386"
"959589776","73276","221","12","A","4461"
"959602994","73295","150","223","A","3529"
"959764333","72953","281","70","A","4143"
"959771576","73520","31","58","A","3494"
"959810800","73317","259","110","A","3791"
"959830127","73543","204","71","A","4491"
"959895417","73853","47","111","A","1391"
"959919516","73573","201","128","A","4719"
"959932915","73686","1","189","A","1571"
"960097055","73086","36","68","A","1071"
"960101883","73310","238","146","A","3734"
"960127860","73197","220","179","A","4487"
"960152289","73574","52","206","B","4478"
"960189828","72947","150","176","A","1202"
"960255607","73208","263","222","A","579"
"960275100","73796","37","131","A","1154"
"960325495","73889","118","36","A","3076"
"960367148","73053","61","53","A","1178"
"960409357","73835","97","149","A","1587"
"960422993","73968","230","51","A","1192"
"960490952","74088","149","253","A","4224"
"960701927","73431","134","36","A","4084"
"960868698","73985","121","265","A","438"
"960982437","73987","2","157","A","557"
"960985296","73336","189","252","A","599"
"961029722","73990","164","197","A","2665"
"961059487","73330","15","103","A","1995"
"961087795","73861","225","188","A","2671"
"961121221","72970","152","49","A","270"
"961135928","73581","12","127","A","3061"
"961150410","73490","146","222","A","239"
"961173079","73544","46","120","A","1481"
"961184843","73784","39","21","A","161"
"961288297","73209","163","153","A","4221"
"961288969","73785","288","89","A","3480"
"961379198","73675","192","80","A","4944"
"961411627","73264","50","89","A","2266"
"961534392","73302","280","208","A","4992"
"961538900","73345","245","247","A","2385"
"961575545","73532","136","31","A","1418"
"961633717","73868","241","5","A","3002"
"961735363","73060","261","129","A","2425"
"961831000","73643","21","151","A","2312"
"961892449","72969","103","30","B","4720"
"962003490","73348","136","242","A","2437"
"962105531","73925","253","77","B","4143"
"962143022","73243","208","219","A","479"
"962189427","73210","249","153","A","3813"
"962206184","73787","212","264","A","2322"
"962262679","74008","147","130","A","559"
"962416561","73022","177","277","A","2834"
"962478878","73233","126","42","A","3256"
"962623741","74103","222","23","A","1817"
"962699185","74024","234","38","A","3773"
"962732537","74024","234","170","A","4955"
"962750085","73816","199","118","A","2495"
"962920816","74080","293","36","A","654"
"962921361","73743","270","52","A","289"
"962932859","73588","264","299","A","732"
"962985028","74092","226","274","A","1413"
"963002724","73223","297","91","A","976"
"963038172","73799","242","99","A","4185"
"963094916","73961","75","57","A","1987"
"963233935","72984","230","31","A","3020"
"963257844","73399","212","217","A","3920"
"963300892","73893","123","95","A","3332"
"963466696","73503","285","84","A","2804"
"963542602","73818","250","102","A","3862"
"963762185","73679","174","16","A","423"
"963941138","73179","297","35","A","2652"
"963995396","73779","171","143","A","4330"
"964032770","73176","100","105","A","520"
"964205297","73661","104","106","A","987"
"964241188","73814","134","90","A","2816"
"964241381","73165","114","261","A","3790"
"964322705","73694","69","31","A","4951"
"964368224","73741","298","251","A","1198"
"964639830","72950","166","246","A","3911"
"964738557","73987","146","130","A","2808"
"964832882","73372","218","83","A","870"
"964848872","73120","224","74","A","4237"
"964863393","73390","274","102","A","1013"
"965112981","73808","147","28","A","665"
"965130607","73965","115","20","A","3352"
"965146596","73429","173","233","A","2530"
"965210240","73717","121","18","A","4540"
"965281322","73278","272","133","A","2573"
"965283583","73049","123","94","A","2928"
"965470042","73901","28","237","A","2392"
"965621912","73280","230","281","A","1185"
"965633579","73945","297","56","A","1452"
"965698379","73252","114","16","A","1265"
"965813130","73857","240","219","A","2498"
"965822876","73964","299","67","A","2474"
"965871930","73508","212","22","A","4056"
"965933788","73606","128","66","A","1685"
"966150247","73734","208","244","A","4201"
"966158533","73357","135","88","A","810"
"966227534","73187","146","223","A","4798"
"966237913","73291","52","64","B","933"
"966292895","72978","239","294","A","1413"
"966295828","73073","278","249","A","2104"
"966309994","73170","152","159","A","2014"
"966391909","74011","172","3","A","912"
"966393142","73141","70","194","A","2294"
"966444164","73049","181","93","C","982"
"966516547","73179","264","12","A","2245"
"966524464","73646","229","157","A","3234"
"966547432","73412","118","183","A","4369"
"966554736","73015","278","14","A","3866"
"966575546","73546","184","159","A","4353"
"966594608","73063","291","25","A","2578"
"966812913","74034","67","117","A","4274"
"966818022","73296","300","102","A","2094"
"966850347","73486","183","150","A","3635"
"966907408","73644","158","34","A","854"
"966962551","73070","84","148","A","1656"
"967137083","73928","45","158","A","4700"
"967150501","73376","159","34","A","456"
"967217984","73133","27","145","A","4285"
"967251417","73474","138","66","A","2622"
"967277652","73042","60","79","A","3712"
"967392067","73583","220","87","A","132"
"967476027","73764","290","193","A","2670"
"967484571","74034","104","107","A","3535"
"967716122","73534","108","276","A","1124"
"967754854","73179","12","297","A","4816"
"967810332","73060","129","128","A","2426"
"967854076","73941","69","164","A","394"
"967924169","73022","177","181","A","1288"
"968066753","73867","164","189","A","2297"
"968096965","73634","43","165","A","3393"
"968143787","73307","103","295","B","179"
"968150237","73597","196","165","A","3791"
"968176548","73753","97","37","A","3375"
"968226871","74114","33","223","A","3702"
"968282191","74092","264","283","A","4058"
"968372463","73396","101","257","A","3225"
"968430384","73513","57","105","A","4540"
"968582379","73322","80","51","A","1553"
"968587883","74050","33","59","A","935"
"968590356","73753","97","37","A","2423"
"968674955","73365","138","6","A","251"
"968675147","73012","38","271","A","140"
"968823194","73968","197","70","A","2906"
"968823420","73523","246","281","A","3415"
"968849081","73316","80","140","A","4335"
"968969113","74036","188","274","A","2699"
"969012386","73399","217","272","A","1383"
"969045031","73348","242","136","A","393"
"969076321","73815","236","237","A","4915"
"969079052","73517","11","13","A","4761"
"969112700","73296","11","300","A","400"
"969272712","73061","121","241","A","3574"
"969313292","73517","13","140","A","1049"
"969403025","74073","32","100","A","842"
"969635874","73049","196","94","A","4060"
"969706290","73343","294","257","A","4215"
"969716026","73785","188","139","A","1265"
"969716864","73123","111","300","A","3414"
"969742622","73643","31","21","A","2682"
"969808515","73407","274","45","A","3263"
"969855073","72957","128","261","A","2836"
"969859581","73874","126","218","A","4724"
"969864184","73601","221","84","A","505"
"970004066","73927","259","209","A","557"
"970004701","73552","170","158","A","2581"
"970038059","73479","54","192","A","3876"
"970121010","73658","8","115","A","1820"
"970143503","74058","296","25","A","4149"
"970160605","73447","88","94","A","4030"
"970196562","73854","214","10","A","4509"
"970239806","73159","176","236","A","1125"
"970284542","73489","266","20","A","4048"
"970438605","73306","291","45","A","2363"
"970462583","74029","253","278","B","2122"
"970495422","74089","128","190","A","3880"
"970618606","73134","153","167","A","1514"
"970708324","73758","260","97","A","2832"
"970771751","73140","97","199","A","280"
"970789697","72989","254","137","A","2477"
"970857953","73070","84","148","A","4885"
"970925870","73670","263","256","A","1059"
"970978891","73943","11","7","A","640"
"971155243","72978","18","239","A","3455"
"971163321","74096","99","207","A","1339"
"971205351","73506","90","162","A","4201"
"971294095","73438","34","66","A","4128"
"971488048","74074","57","147","A","130"
"971492499","73317","166","110","A","4860"
"971516027","73507","130","116","A","3316"
"971672293","73202","266","143","A","3964"
"971686443","73958","157","33","A","3751"
"971687757","73152","261","173","A","4368"
"971707058","73396","101","257","A","298"
"971713692","73837","93","211","A","3141"
"971959213","73863","176","15","A","4378"
"972063129","73597","196","285","A","768"
"972095861","73149","155","150","A","186"
"972096551","72981","243","86","A","959"
"972150515","73267","212","147","A","2460"
"972170093","73640","57","259","A","3610"
"972184679","73936","27","118","A","4405"
"972232137","73487","155","149","A","1962"
"972241967","73695","216","277","A","3868"
"972273973","73856","275","229","A","4508"
"972357402","73295","150","223","A","2451"
"972408560","73382","193","199","A","2129"
"972456548","73376","245","199","A","951"
"972565043","73684","110","237","A","3545"
"972672209","73637","61","39","A","3450"
"972674933","73930","261","285","A","2995"
"972722896","72962","268","196","A","1903"
"972781392","73210","153","27","A","165"
"972795881","73236","33","221","A","1191"
"972834104","73094","100","205","A","288"
"972902585","72978","149","294","A","1150"
"973002353","72987","273","176","A","1562"
"973120836","73791","189","193","A","326"
"973170889","74005","258","290","A","4296"
"973266942","73787","212","141","A","1152"
"973271473","73263","108","69","A","2947"
"973290638","74114","33","223","A","4190"
"973362395","73825","235","71","A","232"
"973509717","74043","297","164","A","3895"
"973534091","72968","208","286","A","1424"
"973593423","73702","264","246","A","4958"
"973666000","73620","59","98","A","298"
"973704452","73338","180","282","A","4986"
"973914960","73533","214","188","A","3483"
"973988028","74031","75","183","A","3000"
"973989080","73793","163","183","A","1827"
"974033837","73798","299","237","A","4951"
"974106465","73020","113","83","A","408"
"974125377","73654","221","116","A","400"
"974174911","73637","61","81","A","3229"
"974306147","73347","65","184","A","3374"
"974307210","73699","151","91","A","2482"
"974332695","73883","165","208","A","2815"
"974340560","73705","162","139","A","2850"
"974724166","73602","120","186","A","3318"
"974997267","73218","202","24","A","3945"
"975050323","73682","169","62","A","2177"
"975124338","73763","118","250","A","3022"
"975160643","73645","271","206","A","237"
"975250964","73278","91","148","A","2321"
"975264880","73325","231","130","A","1263"
"975472335","73634","65","226","A","2575"
"975477466","73360","185","264","A","355"
"975528349","73142","199","113","A","4872"
"975531160","73069","170","148","A","628"
"975555841","72973","143","232","A","3161"
"975633881","73097","164","162","A","378"
"975640261","73741","298","176","A","330"
"975640426","73238","229","211","A","4700"
"975657553","73717","159","38","A","4360"
"975728320","73976","29","151","A","1580"
"975778069","73888","288","275","A","174"
"975798144","73149","233","155","A","1309"
"975865104","73966","37","205","A","1663"
"975872082","73109","176","205","A","3859"
"975993881","73875","164","271","A","2578"
"976122059","73501","266","149","A","546"
"976123983","74061","97","290","A","2346"
"976159052","73996","38","105","A","2172"
"976173774","73429","144","290","A","1532"
"976230356","74084","86","48","A","3017"
"976282427","73417","112","12","A","992"
"976359630","73037","197","201","A","1695"
"976492774","73452","214","155","A","3244"
"976517816","73062","131","181","A","409"
"976570769","73136","86","17","A","974"
"976612007","73986","273","75","A","3762"
"976633657","73954","263","86","A","4469"
"976665421","73643","122","151","A","2185"
"976680414","73023","137","94","A","4243"
"976702903","73722","232","12","A","3663"
"976751416","74051","197","282","A","3871"
"976774293","73317","121","87","A","1502"
"976951021","73942","58","189","A","2016"
"976959477","73588","264","58","A","980"
"977052975","73526","15","120","A","4980"
"977076452","73230","47","291","A","3993"
"977156256","73517","280","94","A","1498"
"977185372","73877","118","91","A","2505"
"977289881","73882","229","277","A","1748"
"977398099","73138","280","258","A","441"
"977407231","74002","120","154","A","1011"
"977409295","73632","200","156","A","2420"
"977436419","73734","208","273","A","2881"
"977443096","73372","179","83","A","2124"
"977455758","73456","254","61","A","616"
"977537127","73411","165","131","A","3582"
"977564179","73558","64","13","A","4301"
"977684143","73879","95","136","A","197"
"977697833","73964","299","91","A","1422"
"977740970","73469","203","81","A","1250"
"977869385","73865","153","57","A","2570"
"978026651","73021","229","265","A","4909"
"978034770","73501","49","241","A","4101"
"978043039","73302","208","281","A","1209"
"978080509","73838","274","232","A","577"
"978102818","74096","20","99","A","4766"
"978110966","73859","260","210","A","2848"
"978238966","73682","62","169","A","2598"
"978239911","73199","124","60","A","3190"
"978416264","73803","43","247","A","3607"
"978419016","73789","233","298","A","4410"
"978421937","73192","12","54","A","169"
"978546680","73643","31","122","A","950"
"978601528","73703","110","29","A","2961"
"978643315","73785","288","253","A","2460"
"978660783","73923","274","297","A","4549"
"978661146","73028","300","61","A","3545"
"978707698","73744","108","288","A","1692"
"978814323","73725","11","39","A","4905"
"978830701","73363","65","228","A","1236"
"978908987","73578","280","191","A","3277"
"979185473","73252","107","171","A","169"
"979323691","73418","132","153","A","1730"
"979359230","74056","173","10","A","4333"
"979391097","73524","12","232","A","4670"
"979411237","74073","275","107","A","1973"
"979458476","73563","116","73","A","4929"
"979511595","73197","179","220","A","4132"
"979541875","73057","231","126","A","966"
"979547292","73391","92","155","A","1957"
"979584175","73451","85","131","A","4002"
"979693676","73251","288","29","A","2847"
"979727804","73469","80","81","A","2947"
"979832316","74092","196","274","A","835"
"979860132","73153","131","94","A","4499"
"979861058","73890","133","93","A","2783"
"979882583","73998","76","250","A","1642"
"979884421","73558","13","64","A","2304"
"979966838","72982","42","179","A","1214"
"980109963","73281","173","67","A","4131"
"980116159","73544","249","120","A","1267"
"980140925","73465","14","221","A","2521"
"980141703","73455","144","69","A","1124"
"980164282","73881","2","223","A","632"
"980248846","73458","6","83","A","221"
"980272334","73368","29","36","A","4138"
"980387597","73324","186","66","A","235"
"980421810","73254","120","218","A","916"
"980532498","73476","173","112","A","2115"
"980553432","73148","56","21","A","1352"
